condition,RT
neutral,0.3383161128700614
incongruent,0.82125772191663
congruent,0.4361139424068208
congruent,0.6983925169683904
congruent,0.5771764571657262
incongruent,0.8261128682920951
congruent,0.9232727230748643
incongruent,1.3572369891648297
congruent,0.5562224438633367
incongruent,0.7781091255278441
congruent,0.6784206367525629
incongruent,0.8934787093381604
incongruent,0.8596392686237458
neutral,0.5560963548536269
congruent,0.5758721514785785
congruent,0.2855640095679547
congruent,0.7221286543753664
congruent,0.41051616828967186
incongruent,0.9930322745192013
congruent,0.6417714961892463
congruent,0.5482292604964989
neutral,0.5854218420304725
neutral,1.4712792965193895
congruent,0.46482387458504504
congruent,0.35383816542905805
neutral,0.5773221572572429
incongruent,0.8969789164714476
congruent,0.679493287765952
congruent,0.47872888047037443
neutral,0.47512621559165724
incongruent,0.7358431251937533
congruent,0.6492510643117787
congruent,0.6956016988261946
incongruent,0.7913652625012617
incongruent,0.3802137620821627
neutral,0.5177116421859559
congruent,0.44782550113567754
neutral,0.8332098325245874
incongruent,0.7064414099230771
neutral,1.348803546895067
congruent,0.9279088080154807
incongruent,0.8435377410248869
neutral,0.8504994891322277
incongruent,0.8536142092560534
congruent,0.46003251278386603
neutral,0.5047197645423467
neutral,0.4262885336558408
incongruent,1.1002653332390986
congruent,0.5565105104886301
neutral,0.5326585082139424
incongruent,0.6769727978754454
neutral,0.5920100600420799
neutral,0.6303823722913292
neutral,0.6497863295920981
congruent,0.9418797415808493
neutral,0.7256675330490168
incongruent,0.9235546217295603
neutral,0.6352778618736884
congruent,0.8761826052422566
incongruent,0.8926387234150553
congruent,0.7128035679613582
neutral,0.7730584517037353
congruent,0.5421162655341221
incongruent,0.562227192089568
neutral,0.5960880351504396
congruent,0.2217304560128096
incongruent,0.7167134585776375
incongruent,0.621429284523623
incongruent,0.7289930670630843
neutral,0.5755775235590675
incongruent,0.6939770950455505
incongruent,0.734756453457188
neutral,0.8657455808765872
neutral,0.7985378699672296
congruent,0.6828940056701662
neutral,0.7426390596618009
congruent,0.5132304168540831
incongruent,0.6175921027950211
congruent,0.8390141288779158
neutral,0.6874635963988857
neutral,0.4397301907489776
incongruent,0.876921874263491
congruent,0.10670482847595597
neutral,0.7892323615683433
neutral,0.8433732909425816
congruent,0.5029978815398135
neutral,0.9791088980655993
incongruent,0.8420998355204309
congruent,0.3729961016476308
congruent,0.5314680350839176
incongruent,0.38676992816466166
congruent,0.5614564312899436
incongruent,0.9243577144051174
neutral,0.7413528349990329
incongruent,1.0177869463820628
neutral,0.835859690114518
congruent,0.7132944878727568
congruent,0.7483669829051612
congruent,1.0345767505383394
incongruent,0.7105986802981126
incongruent,0.630861610766033
congruent,0.7606058717492006
incongruent,0.6016793394685223
congruent,0.8536095576067313
incongruent,0.7961352829574261
neutral,0.5912769833923022
neutral,0.6067296671829796
incongruent,0.8023705110220573
incongruent,0.8833594315041698
incongruent,0.5136519777185861
incongruent,0.37137743873150497
congruent,0.721457960639589
neutral,0.3749572731637296
congruent,0.539621052714903
neutral,0.49934657432724805
incongruent,0.9575870490213515
neutral,0.6268301727925996
incongruent,0.8636125693802297
incongruent,0.8072487537169357
incongruent,0.6498203299501083
neutral,0.7681071872963585
incongruent,0.8252587047409163
neutral,1.0885757594074232
congruent,0.6408691672299928
incongruent,0.7564177544037298
congruent,0.6238349363743806
congruent,0.6282871104637161
incongruent,0.6035371282330135
incongruent,0.7748027892554407
incongruent,0.4625208888402636
neutral,0.5327820999802882
congruent,0.5385084062650504
incongruent,0.6730111755318039
neutral,1.2322489185741992
incongruent,0.49890732907552815
incongruent,0.37050736548097024
congruent,0.7004494921897629
neutral,0.81233280826086
congruent,0.527027064836987
neutral,0.5071851993372062
congruent,0.9048293717024601
neutral,0.46757385486046515
neutral,0.36290506839197906
congruent,0.6808325428881353
incongruent,0.997083916785036
neutral,0.7373336502569154
incongruent,0.6089450232764737
incongruent,0.8052384404605823
incongruent,0.8246974435413224
neutral,0.8173494448747987
neutral,0.5895370011078354
incongruent,0.8849577644737583
congruent,0.6193822799196528
neutral,0.7773056967619972
congruent,0.526264929912906
incongruent,0.38668799536195364
neutral,0.6097270645702891
congruent,0.8968314849624875
congruent,0.9350933282507753
incongruent,0.9702119160796926
neutral,0.6602169439091804
congruent,0.9037118131352557
incongruent,1.253926784485257
congruent,0.9835815151147007
neutral,0.880663253753967
congruent,0.6633602716946166
incongruent,0.7501997022909451
congruent,0.6883987881558764
congruent,0.5148163267799583
incongruent,0.6737349338320738
neutral,0.5256318550875385
neutral,0.3845042568688652
incongruent,0.5528178373038111
incongruent,1.2488892624894097
incongruent,0.6433258425650489
incongruent,0.8022624728374321
congruent,0.5423900788289653
neutral,0.6305230167625024
neutral,0.9041997935975863
neutral,0.6700265305465162
incongruent,0.819366420237413
incongruent,0.8134953507377984
incongruent,0.8278873978947443
congruent,0.11563922448696484
neutral,0.8312363576294233
incongruent,0.45581435580452107
incongruent,0.7324568470174555
neutral,0.034528970065624595
incongruent,1.289319800767826
neutral,0.9511615996553715
congruent,0.9817133276906349
congruent,0.633095189775175
incongruent,0.6606046429232044
neutral,0.666983629334507
congruent,0.6572529350747995
neutral,0.9694436423010369
incongruent,0.48702849056488795
congruent,0.650729566624412
incongruent,0.5284167516075953
congruent,0.6303671730902867
incongruent,0.6387462116672088
congruent,0.5799985472082938
neutral,0.471918354962391
incongruent,1.1016414634185963
neutral,1.0134589678355332
neutral,0.8828412612685749
congruent,0.4150965618015367
congruent,0.8213155998696389
congruent,0.5545246970748814
neutral,0.7885426190557616
incongruent,0.8832685556063495
neutral,0.4872882046389484
congruent,0.7450292583553412
congruent,0.7157545104793326
congruent,1.0766722762948304
neutral,0.39595049069320426
neutral,0.5896660136263531
neutral,0.6883177576386152
congruent,1.0803347259485625
neutral,0.5779667810943376
neutral,0.4291775032608537
neutral,0.9133316941330671
congruent,0.7393572190612396
incongruent,0.8728578711083996
congruent,0.8414765403909911
incongruent,0.5672008097793256
congruent,0.6554791458468733
neutral,0.6562778556335656
incongruent,0.2790472307776956
congruent,0.6078247663803498
incongruent,0.9144416631940652
neutral,0.4803993606958279
congruent,0.5030011694083679
neutral,0.4805369757111454
incongruent,0.5423930508662557
neutral,1.0365695741382421
incongruent,0.709547308098369
incongruent,0.8201958672166113
congruent,0.2688311876086645
neutral,0.6129723449294828
congruent,0.4227962864766694
incongruent,0.7854346105035185
incongruent,0.9650479215282978
incongruent,0.15445436260219952
congruent,0.8233151058724423
incongruent,0.3392801818267959
congruent,0.879958644511089
neutral,0.9645437132374252
congruent,0.5310700711732137
congruent,0.6226439906020153
neutral,1.2120064679865423
incongruent,0.6841723085121605
incongruent,1.0226737006717126
incongruent,1.1399152738694298
congruent,0.9246947554276056
incongruent,0.9714258987209059
neutral,0.7458101407668902
congruent,0.9251320757308809
neutral,0.47711208480648093
incongruent,0.2389651043428575
incongruent,0.4560560370265802
neutral,0.8605853772462562
incongruent,0.8335320029439905
neutral,0.8383169668167817
congruent,0.5976117722345015
incongruent,0.5665773012406823
neutral,0.6274947350347188
incongruent,0.4600704970600024
congruent,0.6471917858935571
congruent,0.653338383357391
incongruent,0.5974190479430409
incongruent,0.6884497399890985
neutral,0.6895903725355644
congruent,0.551430291146346
incongruent,0.4994663928463688
incongruent,0.8717703696119614
neutral,0.5493228574151375
incongruent,0.3234948048489397
incongruent,0.6014323350878591
incongruent,0.5094425343508764
congruent,0.8530616449704734
neutral,0.42077820958387463
incongruent,0.6189912805004169
incongruent,0.2678647615608157
incongruent,0.8891046794616939
incongruent,0.4318001001490531
neutral,0.4330042502877134
congruent,0.16373400412683814
congruent,0.6830330230548142
neutral,0.3662074481317919
congruent,0.9225956934319766
congruent,0.14733290213009043
neutral,1.095497968585637
incongruent,0.8059865572603572
neutral,0.4273828572674162
incongruent,0.6264088514529687
congruent,0.6288079912684387
congruent,0.832932528573897
neutral,0.7270634515135757
congruent,0.7006982133227072
incongruent,1.0430145925994225
incongruent,0.9277733603633902
incongruent,0.7755275087565227
neutral,0.9007040691290097
neutral,1.0450541450433097
incongruent,0.6547767945413149
neutral,0.5311324041615593
incongruent,0.8053193895485643
incongruent,0.655379874506308
congruent,0.7946460981461624
neutral,0.7764199090264466
neutral,0.6241982821170113
neutral,0.8124585126712136
congruent,0.8022999862717904
congruent,0.6495849827926117
neutral,0.45164723815188834
congruent,0.8145291767744179
neutral,0.6175165593215968
incongruent,0.7877204635073364
incongruent,0.8601764837677891
congruent,0.45921461743536063
congruent,0.40041175278955193
congruent,0.5899534199180714
neutral,0.8048600914913273
incongruent,0.5645295712689217
neutral,0.5839306918388887
neutral,0.7791033791192123
congruent,0.6724208344114999
congruent,1.0429358526813246
incongruent,0.9946487138721
congruent,0.4430527609061343
congruent,0.7957680621656887
neutral,0.6912546166085686
congruent,0.31326876404462994
congruent,0.23170311795505621
congruent,0.587640762949827
congruent,0.4558992927250243
incongruent,0.9866089789489425
incongruent,0.7297780759694376
congruent,0.37008764735623073
neutral,0.6120243238623475
incongruent,0.9312319913989646
incongruent,0.49532184324087136
neutral,0.9646539420385456
congruent,0.673083189014836
neutral,0.6780105163522133
neutral,0.5343355203032271
incongruent,0.642849996347367
congruent,0.7705934887609417
incongruent,1.041080620889394
incongruent,0.631110576222579
congruent,0.8528353720218882
neutral,0.46290032356306815
neutral,0.8656814691863961
incongruent,1.0449024791236703
incongruent,0.6420874169952911
incongruent,0.2534689284620311
neutral,0.5194963426187436
incongruent,1.058220096096951
congruent,1.2311927310665518
neutral,0.6802295554672058
neutral,1.1620804079872862
neutral,0.4397578500865945
neutral,0.9378905974348795
neutral,0.7161742656232997
incongruent,0.7579694675280002
congruent,0.5700596432855114
neutral,0.7022230511342308
congruent,0.7498604757935516
congruent,0.5035708177474378
congruent,0.7763921013270536
neutral,0.7915341867065111
incongruent,1.1994034400160258
incongruent,0.4244023224353156
neutral,0.6300743571706673
neutral,0.894116738889094
incongruent,0.7865803325065224
neutral,0.8865930879186339
incongruent,0.9804351723318145
incongruent,0.93040167595779
incongruent,0.9533626512246665
incongruent,0.6988395863485781
neutral,0.6163996580329225
incongruent,0.7335601003483858
neutral,0.7772986055397901
neutral,0.7473113570305954
congruent,0.6273191150478206
neutral,0.8345357870513641
incongruent,0.5049882764458232
congruent,0.4939217122394631
congruent,0.7827798460456757
neutral,0.6829490526888787
incongruent,0.421495197919592
neutral,0.6884578027164789
congruent,0.9184087210887404
neutral,0.9179709397091049
neutral,1.0782698915691538
neutral,0.9807186580804825
neutral,0.6606794789670033
neutral,0.5974547096613986
incongruent,0.7245355204056805
incongruent,0.6514013129695465
incongruent,0.6898482645949292
incongruent,0.8189250708885024
neutral,0.6290625069946525
incongruent,0.9432227085213372
congruent,0.7694841930924078
incongruent,0.6048471295032658
incongruent,1.0788353757746365
neutral,0.5682448860133231
congruent,0.9116221364416077
congruent,0.4810606453487526
incongruent,0.8618304011449474
congruent,0.6201043911778349
congruent,0.8366451883967727
incongruent,0.6267966742429028
incongruent,0.9764440517715693
congruent,0.6178737148624058
incongruent,0.9096108366909399
congruent,0.30035777503495764
congruent,0.6904460217105987
neutral,0.6223203696595232
incongruent,0.9412597647726662
congruent,0.69450308740874
incongruent,0.7419660567739941
neutral,0.7473526020528057
neutral,0.875356630311928
congruent,0.39391395589872424
incongruent,0.5947415117474788
incongruent,0.6543674476219152
congruent,0.4342809289715214
congruent,-0.008333289106171038
neutral,0.7365954722966158
congruent,0.6627212989381551
incongruent,0.96504403113621
congruent,1.105109008059975
congruent,0.6484410980237864
incongruent,0.5892129133119494
congruent,0.6649199295546602
neutral,0.5198150338216024
congruent,1.007287735713342
congruent,0.897720658110865
congruent,0.3509366332487329
congruent,0.8028972365160838
congruent,0.7123621410532956
neutral,0.5863344669242458
neutral,0.5942505391430077
neutral,0.7574853916933914
congruent,0.8569202401964209
neutral,0.8539121795906983
congruent,0.6624062797199479
congruent,0.4511064322369136
neutral,1.0128667427745632
congruent,0.5899234193535297
neutral,0.6920009692144218
incongruent,0.6563644355960208
congruent,0.4365557914652807
incongruent,0.6700344579225935
incongruent,0.552981053267245
congruent,0.7740055454559652
neutral,0.5460975814277991
congruent,0.8463500458194118
neutral,0.8970169038891174
congruent,0.9905068988596364
congruent,0.45531205940025976
congruent,0.8559336903356825
congruent,0.19778568511089661
congruent,0.6820378468059852
congruent,0.6475962871836514
congruent,0.3775722087622692
incongruent,0.8066849583104148
neutral,0.8741275221754667
neutral,0.8648999470327647
incongruent,1.2411582842987874
incongruent,0.8575725949178952
incongruent,0.6473885791679852
neutral,1.0831824160787313
incongruent,0.6861239085638361
incongruent,0.8693696797395414
neutral,0.8609262889485567
neutral,0.6805651349375152
congruent,0.9282386257612683
neutral,0.6397529656206823
incongruent,0.6073900231312299
neutral,0.8205578402478413
neutral,0.5371142666400974
congruent,0.8241149774643863
congruent,1.0485947056175835
congruent,0.5320628888748397
neutral,0.9738666296991856
incongruent,1.0926422674720389
incongruent,0.5696416847105251
congruent,0.9650954169099633
incongruent,0.7312051725857818
neutral,0.7543296036774155
congruent,0.42273086046995845
congruent,0.3728632581700283
neutral,0.5414657439069748
neutral,0.8779853319716168
congruent,0.48053161599704425
incongruent,0.5287607084388078
congruent,0.5142839564877419
congruent,0.6313196879536319
congruent,0.8573149324291829
neutral,0.20030753392788184
incongruent,0.9079832476860449
congruent,0.5933416434432814
neutral,0.6386941349095944
incongruent,0.8099553518789543
incongruent,0.4940185552210204
congruent,0.9937401557900924
incongruent,0.8996662588433422
congruent,0.6498463829904773
incongruent,0.5972248953777054
incongruent,0.9246818661309779
incongruent,0.9715386103578935
incongruent,1.0197648155989143
neutral,0.8529943326876613
congruent,0.26596269686835444
congruent,0.9351612430284515
congruent,0.2886704319798966
congruent,0.578118196802463
incongruent,0.9537959721763358
neutral,0.6149625638282956
incongruent,0.6032027659049246
neutral,0.7047637765789642
neutral,0.952154170786093
neutral,0.8865593131453062
incongruent,0.414101541681054
incongruent,0.5283193314206447
congruent,0.6951729783787064
congruent,0.458126124504352
incongruent,0.8524276341229049
incongruent,0.7331531266134743
congruent,0.7612384228982617
neutral,0.898272704042218
incongruent,0.841872860119939
neutral,0.7023933340351216
neutral,0.29378472221007274
congruent,0.764564168421045
incongruent,0.21227355758989602
congruent,0.6179213981788725
congruent,0.5645096053736224
neutral,1.2352859679555719
neutral,0.8768599656883445
incongruent,0.4579555249937407
congruent,1.0811528161146995
congruent,0.45343433879928813
neutral,0.925159532092568
neutral,0.872672534771006
neutral,0.7873928445893008
incongruent,0.7811017386260092
congruent,0.9450658798104932
incongruent,0.7140268577534912
congruent,0.6932115505731935
incongruent,0.36967904549993524
congruent,0.22267945639677517
neutral,0.5992389968958267
neutral,0.5071101225230455
neutral,0.7018071968424228
incongruent,0.6290896130420864
incongruent,0.5260794196949489
incongruent,0.7632359492060987
congruent,0.7736272855320353
incongruent,0.794405822445175
neutral,0.8032685440646228
incongruent,0.8054304745787234
neutral,0.6068712064661829
incongruent,1.0055456356232928
congruent,0.1335996875340807
incongruent,0.7994331042332181
neutral,0.7064521344814141
congruent,0.8933420321894502
neutral,0.4651262886998864
neutral,0.8055657740234504
congruent,0.26775222306628266
incongruent,0.7412319783405011
neutral,0.7481978250936939
neutral,0.6977095225799227
incongruent,0.5553295489555151
congruent,0.6763262300261202
neutral,0.6173813142217589
congruent,0.632370358098338
congruent,0.9200520569152392
neutral,0.9053213869251815
congruent,0.7404056490705715
incongruent,0.7397535038980927
neutral,0.4585171121013526
neutral,0.7564794485971646
incongruent,0.976217590011908
neutral,0.859826212575424
congruent,0.919769577070504
congruent,0.7566126264058266
neutral,0.9157161601810051
incongruent,0.8810438438391497
neutral,0.4617400527583088
congruent,0.518274802822815
congruent,0.6546400224116394
congruent,0.1397850788689503
neutral,1.0032214233569556
neutral,0.7683322254589574
neutral,0.8726316012735114
incongruent,0.5924816411211241
incongruent,0.6210568788380819
congruent,0.6544650935200055
congruent,0.46726552043016595
neutral,0.8998347839084972
incongruent,0.36886206999023946
congruent,0.15394405470530936
incongruent,0.8274795891918197
incongruent,0.46147397296208126
neutral,1.0051587438492928
congruent,0.3270949122036548
incongruent,0.7251275036227373
neutral,0.542922509594443
incongruent,0.699712577097174
neutral,0.8417958474542898
congruent,0.8107198612239285
incongruent,1.0969790762172527
congruent,0.4307453331843073
congruent,0.7315801314900159
neutral,0.6385760604377966
neutral,0.5702719777414497
congruent,0.8255138024893831
neutral,1.0275188931354964
congruent,0.8029235274363381
neutral,0.6711725765995263
incongruent,1.000263503378318
incongruent,0.6363719499998199
neutral,0.699215612742496
incongruent,0.6949500491518982
congruent,0.6910822756033735
congruent,0.37094661709209165
neutral,0.3562386295599958
incongruent,0.9041838616409257
congruent,0.768665949836925
neutral,0.8173616956260886
neutral,0.7652710202534618
congruent,0.8163279540013353
neutral,0.7149163871251147
incongruent,0.7516883578694631
incongruent,0.9707315567884871
neutral,0.9447183071028
neutral,0.6755208222087749
incongruent,0.9102677584068023
congruent,0.6392143336240729
neutral,0.4649168207578613
incongruent,0.5832866970209375
congruent,0.6063439457842046
incongruent,0.6779174674466277
neutral,0.774656475648862
congruent,0.6766552299843149
neutral,0.7405977016790012
congruent,0.35549108986425576
neutral,0.7408641801607507
incongruent,0.9909866948055014
congruent,0.5608886435148904
congruent,0.8103161003639354
congruent,0.7050883669187391
congruent,0.625016630202726
incongruent,0.9736169909891252
incongruent,0.8579299787899224
congruent,0.3528551020124004
neutral,0.893889921389551
incongruent,0.8190154613008065
incongruent,0.872106440853399
congruent,0.7074003203312108
congruent,0.714648748245317
congruent,0.7612298318535636
incongruent,0.6098035341890655
neutral,0.9355154410682096
congruent,0.8437313083514131
neutral,0.6932540292239482
neutral,0.5257498572669546
congruent,1.090303147303472
neutral,0.6892818800050048
neutral,0.46706963255482703
incongruent,0.5006449495706091
congruent,0.5652407225633114
neutral,0.9323711597936993
neutral,0.5568935249747012
congruent,0.24965063371442636
neutral,0.8981054386391979
incongruent,0.5900591675958081
congruent,0.39879473106216007
incongruent,0.7381405887319179
congruent,0.4473688057672699
incongruent,0.6156499696466595
congruent,1.0543079753177096
incongruent,0.6300755724290513
incongruent,0.5108461559858294
neutral,0.7753499194880185
neutral,0.8290015055141464
congruent,0.33690854531448067
neutral,0.632552750475034
incongruent,1.012525254404112
incongruent,0.6291044885979427
neutral,0.4531276341749798
incongruent,1.0204660949169215
incongruent,1.009217968981112
congruent,0.5581407452411357
congruent,0.37101937635553806
neutral,0.9253788209384002
congruent,0.8827079278894607
neutral,0.7537434701974283
neutral,0.4746636157366182
neutral,0.7346295490872682
neutral,0.8991998240948459
neutral,0.9276173235520278
congruent,0.48312550066142584
neutral,0.34529444490894207
neutral,0.8100197291613981
neutral,0.7124570322926338
congruent,0.9693863205493425
incongruent,0.7892108980830917
congruent,0.8836786390852616
congruent,0.6426690784400064
congruent,0.8826170739960513
incongruent,1.0662737470856987
congruent,0.7270636066949167
incongruent,1.0815482901540072
neutral,0.2596151791559922
congruent,0.6619290779372128
incongruent,0.9854652892731324
congruent,0.8160965410146226
incongruent,0.806658562351894
congruent,0.739175762770118
incongruent,0.879200543539228
neutral,0.8796730025953859
incongruent,0.9018482729492205
neutral,0.6338517081982358
neutral,0.5040837951041391
neutral,0.9386496286143173
congruent,0.7017586885145032
incongruent,0.8757395236472669
incongruent,0.6121034503252498
neutral,1.0688678521262152
congruent,0.9870027081959243
neutral,0.8471325837484767
neutral,0.6418646910610744
incongruent,0.9885041129137657
congruent,0.9396689635062191
congruent,0.8082589020940029
incongruent,0.6532461109775307
incongruent,1.5629614378845418
neutral,0.3004213836639986
incongruent,0.7488830545413147
neutral,0.5083091883863797
congruent,0.7595399846366951
incongruent,0.9567654430282523
neutral,0.7663342360740572
neutral,0.40801364137379936
incongruent,0.778875945370467
congruent,0.8215250882101874
congruent,0.6497198965020382
congruent,0.7408798255228818
neutral,0.8678755528506281
congruent,0.560479348170776
congruent,0.6075233092972284
congruent,0.7474273860401921
incongruent,0.9230450658617195
congruent,1.0195615486393377
congruent,0.8394120303863757
congruent,0.9045813801867837
neutral,0.6406086687480779
neutral,1.0019340700150754
incongruent,0.6109315401136355
incongruent,0.5663830180407152
congruent,0.8576317334650942
congruent,0.5620877789218777
congruent,1.1957510405117744
congruent,0.9772418639377853
congruent,0.8467389088707333
incongruent,0.6621747387375465
congruent,0.8201181694243309
neutral,0.7713557564648978
congruent,0.7678658701413219
neutral,0.6239570172826004
incongruent,1.0106482547006777
neutral,0.6075314813702719
neutral,1.2049514603838503
congruent,0.9878596093674519
neutral,0.6244401572023343
incongruent,0.5902096432219809
congruent,0.596669671964304
congruent,0.3162095795957493
neutral,0.6973427789100571
neutral,0.4528327130871296
incongruent,0.6960188987700536
incongruent,0.9751854048533379
incongruent,0.6717861723236676
incongruent,0.5895453025903507
incongruent,0.6914387546404757
congruent,0.7204446561337664
neutral,0.8441351533340151
congruent,0.9887394467295065
incongruent,0.5676207357369734
neutral,0.9464695877893514
incongruent,0.6636769775169021
incongruent,0.8099044707400458
congruent,0.8187188207813386
neutral,0.7090055901465931
neutral,0.7455566787116799
neutral,0.25038243826684853
neutral,1.0107442686394028
congruent,0.2450226381189124
neutral,0.6479844799812428
neutral,0.5586840777891109
congruent,0.48115125294364314
incongruent,0.785727036268195
neutral,1.0287084496640209
incongruent,0.7360761515642004
neutral,0.22827587119635215
incongruent,0.5350555326078289
neutral,0.6708274922795727
neutral,1.0429811694679278
neutral,0.8011199874181439
neutral,1.0141394191452227
congruent,0.3611296411410427
incongruent,0.8381353699246819
incongruent,0.9240361305476108
neutral,0.7220918473978696
incongruent,0.9108916752230956
congruent,1.0203622880813081
incongruent,0.7274438668372548
incongruent,0.8319651344364705
congruent,0.4290878600851848
congruent,0.9001478420475244
incongruent,0.9451733976570174
neutral,0.8571243023722537
neutral,0.930875400939873
congruent,0.4736924285904764
congruent,0.5423977819566669
congruent,0.8212964303912486
congruent,0.7067993642392718
incongruent,0.6445103308816654
neutral,0.6540794833683922
incongruent,0.8810075285633994
congruent,0.3009552770475939
congruent,0.5600456735679432
congruent,0.4637411266350422
neutral,0.8152094315554319
incongruent,0.975648908327171
neutral,0.874839299907012
neutral,1.0424643269711826
congruent,0.6076618169222955
neutral,0.7870034334826572
neutral,0.48151901497291766
neutral,0.584881504342669
congruent,0.27779748136063787
congruent,0.45877079398913845
congruent,0.5503898594682934
incongruent,1.2053943545393355
congruent,0.5710921617763504
congruent,0.5322419152023918
neutral,0.6634167052800728
incongruent,0.763397736446617
congruent,0.8901778371762565
neutral,0.5826372703710908
congruent,0.9682518394032782
neutral,0.4895024862321923
incongruent,0.5716017831920028
neutral,0.6114384171608188
neutral,0.7151518233384855
incongruent,1.116744829463958
neutral,0.4749028623495932
neutral,0.8553511640876644
congruent,0.7565148831280107
neutral,0.5600003389411736
congruent,0.7831234250132294
incongruent,0.5086480022012779
neutral,0.8780304506619282
congruent,0.6092054069668082
neutral,0.6330209989673917
congruent,0.6963064399228847
congruent,0.7090528407566323
incongruent,0.9950845835142725
congruent,0.48249452784926733
congruent,0.7389705221375968
neutral,0.909978686719475
congruent,0.7026569571103264
neutral,0.8259032201894796
neutral,0.6637118829779226
congruent,0.4477303314499498
incongruent,0.8906077680244812
incongruent,0.9712715566745678
neutral,0.8429239181964415
neutral,1.0696015711646578
congruent,0.6230496975828126
incongruent,0.692204127012394
incongruent,0.8837521825184302
incongruent,0.8519411586596184
neutral,1.2883823936782424
neutral,0.6840890893527659
congruent,0.36462151410084775
incongruent,1.114133357950354
congruent,0.13712864221675947
incongruent,0.8727158444805494
neutral,0.7882044648696871
neutral,0.3447263253651554
incongruent,0.678634854217113
neutral,1.0189651536316409
neutral,1.0613011412683657
neutral,1.0328367624748007
incongruent,1.1208178952322927
incongruent,0.7214280912378753
neutral,0.7815958172758423
neutral,0.8503663081417829
neutral,0.7396658851179605
congruent,0.7303097462870255
congruent,1.1508970694701697
congruent,0.7403061964324475
incongruent,1.118796950252108
incongruent,0.8086987253991871
neutral,0.4815708025259573
congruent,0.6395080805211317
congruent,0.8366365210202367
incongruent,1.014140100491153
incongruent,0.9016400366422577
neutral,0.8006959361190666
neutral,0.5614390982573875
neutral,1.1265107455831802
neutral,0.32973710188623334
neutral,0.30639506029944125
neutral,0.3540167539958709
neutral,0.8725999596444606
neutral,0.7602769891486738
neutral,0.8298790562712127
congruent,0.41408640903952343
neutral,0.15402311066754945
neutral,0.5441650346019197
congruent,0.6682512663340329
congruent,0.5672668149307787
incongruent,0.7220578106320251
neutral,0.9654242910979797
neutral,0.6266514871758773
neutral,0.7001105569824845
congruent,0.7969919855645841
neutral,0.9496537210863831
incongruent,0.6551708395664061
incongruent,0.7745109456343287
congruent,0.8065570329982709
congruent,0.755951403359933
congruent,0.3627719844017842
congruent,0.7432059305334332
congruent,0.5809158156073224
congruent,0.9092825778784531
incongruent,0.9237373480575429
incongruent,0.65832278484634
congruent,0.714673787726432
congruent,0.5084323363847008
neutral,0.6448689495411012
congruent,0.5827413313965968
incongruent,0.9309481990265005
incongruent,0.989056865766468
incongruent,0.4596872596392544
incongruent,0.868101672560202
congruent,0.8320102575549908
neutral,0.6912062795383525
congruent,0.28083143779912506
neutral,0.790162092595703
neutral,0.9738741139923794
incongruent,1.0888741292102007
neutral,0.5446923392264487
congruent,0.5397906469288506
congruent,0.3792218489782188
incongruent,0.6970673166185134
incongruent,0.554708599842579
congruent,0.39479842362347695
congruent,0.38389596952218485
neutral,0.13178835043681245
incongruent,0.7627493244742685
neutral,0.6351021522992769
incongruent,0.7024562356538466
congruent,0.9018858261594458
congruent,0.51931869320035
neutral,0.8309764889945962
neutral,0.8399917845098104
congruent,0.592093091431598
congruent,0.7002698628214264
incongruent,0.7501498773016603
congruent,0.533905119785936
incongruent,0.5085706590163162
neutral,0.5022085952143541
congruent,0.6575898487403397
congruent,0.4793999732381243
neutral,0.720934205674495
incongruent,0.6088575226075086
congruent,0.9109099828339753
neutral,0.9534916053596734
incongruent,1.0865585613903423
congruent,0.7883188274576439
incongruent,0.9282778044654383
incongruent,0.6415780256486597
neutral,0.6878471121421305
incongruent,0.9125992677687176
incongruent,0.32909500081392035
incongruent,1.02383573153097
neutral,0.49995794606719124
congruent,0.5323873159549954
incongruent,1.0814078632606767
congruent,0.727216296455743
incongruent,0.7863613373102825
incongruent,0.12882551405061632
incongruent,0.8123722661978765
congruent,0.7057440880683189
congruent,1.0270890299500308
incongruent,0.48403966982630153
incongruent,0.9543969447874481
neutral,0.6533635128239662
congruent,0.7193885806808012
congruent,0.9004107703670481
neutral,0.782380701853638
neutral,0.9439396955929673
congruent,1.089146357339222
incongruent,0.8049292846488393
incongruent,1.037334937308274
neutral,0.5152270259977493
incongruent,0.6690691682610173
neutral,0.47444109197065754
neutral,0.9179024310166325
incongruent,0.856203654885797
neutral,1.0404914055566705
incongruent,1.0559620502016893
neutral,0.594505853914408
congruent,0.7037998264751646
incongruent,0.49012541522527364
neutral,0.7667754575922854
incongruent,1.0481475070541424
neutral,0.970460551176455
neutral,1.0543501543856753
incongruent,1.016275785032968
congruent,0.6153656188619466
neutral,0.7804922570717681
incongruent,0.7313603016155604
neutral,0.7689142254492557
incongruent,1.3510514805942941
neutral,0.9636049513673492
neutral,0.44966636860282594
congruent,0.8084673825920361
incongruent,0.9179715315648853
neutral,0.7622779092420247
neutral,0.9375868295315215
incongruent,1.0407724330886718
congruent,0.8582482310166887
neutral,0.7235041853296984
congruent,0.42699976055617583
incongruent,1.2476931239397742
neutral,0.5381448326302244
neutral,0.6543172531646494
congruent,0.4272535619107436
incongruent,1.043738191591077
congruent,0.8284427809623025
neutral,0.5765273746840792
incongruent,0.9805477547083381
neutral,0.33060944257523195
congruent,0.8707192443347366
neutral,0.5071489833510539
incongruent,0.7779828784294102
